,Year_approx,Lake_name,Glacier_name,GL_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Lake_type,Transboundary,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Repeat
0,1533.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.989549,73.61331542857143,1015.4285714285714,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
1,1560.0,Machhapuchhre,Machhapuchhre,No lake,28.52,83.992,3741.0,28.542063219607844,85.27488900130719,4166.418954248366,Supraglacial,1,Nepal,Gandaki,Seti,Missing,Missing,Missing,0
2,1661.0,Biafo,Biafo,GL075907E35687N,35.687,75.907,3059.0,36.25575128013085,74.28681623205922,2357.9821625344352,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Braldu,Glacier advance,Missing,Missing,1
3,1780.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.989549,73.61331542857143,1015.4285714285714,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
4,1833.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.989549,73.61331542857143,1015.4285714285714,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
5,1833.0,Yashkuk-Yaz,Yashkuk-Yaz,Ephemeral,36.824,74.369,3370.0,36.25575128013085,74.28681623205922,2357.9821625344352,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Missing,Missing,Missing,0
6,1835.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,34.930229,76.615853,2628.0,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
7,1839.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.989549,73.61331542857143,1015.4285714285714,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
8,1842.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.989549,73.61331542857143,1015.4285714285714,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
9,1844.0,Karambar ,Unnamed Glacier in Pakistan,GL074079E36622N,36.6214,74.07906,2935.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
10,1846.0,Kuturgansuu,Kuturgansuu,Ephemeral,42.522,74.609,3470.0,42.535,74.658,2170.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Alamedin,Missing,Missing,Missing,1
11,1850.0,Tarshing,Tarshing,Ephemeral,35.232,74.722,2940.0,36.25575128013085,74.28681623205922,2357.9821625344352,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Indus,Missing,Missing,Missing,1
12,1855.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.989549,73.61331542857143,1015.4285714285714,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
13,1860.0,Karambar ,Unnamed Glacier in Pakistan,GL074079E36622N,36.6214,74.07906,2935.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
14,1860.0,Unnamed Lake in Pakistan,Unnamed Glacier in Pakistan,Ephemeral,35.668,75.378,4030.0,35.674875,75.445221,2370.0,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Shigar,Missing,Missing,Missing,0
15,1864.0,Kichik Kumden,Kichik Kumden,Ephemeral,35.128,77.763,4613.0,31.86867561077236,79.36755386890243,2989.442073170732,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
16,1865.0,Sokhter Rabot ,Unnamed Glacier in Pakistan,Ephemeral,36.7946,73.99494,3463.0,35.922147,74.352607,1430.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
17,1865.0,Karambar ,Unnamed Glacier in Pakistan,GL074079E36622N,36.6214,74.07906,2935.0,35.926146,74.266804,1470.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
18,1869.0,Kichik Kumden,Kichik Kumden,Ephemeral,35.128,77.763,4613.0,31.86867561077236,79.36755386890243,2989.442073170732,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
19,1871.0,Aktash,Aktash,Ephemeral,35.102,77.774,4581.0,31.86867561077236,79.36755386890243,2989.442073170732,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
20,1873.0,Batura,Batura,Ephemeral,36.510556,74.850591,2713.0,36.463266,74.901306,2450.0,Supraglacial,0,Pakistan,Gilgit - Baltistan,Hunza,Missing,Missing,Missing,1
21,1877.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.58,74.481,2015.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
22,1879.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.773033,72.23978,260.0,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
23,1880.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,37.982034,76.877846,1450.0,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
24,1882.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.36508104166666,74.96709620833333,2550.5833333333335,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
25,1882.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.773033,72.23978,260.0,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
26,1882.0,Kuturgansuu,Kuturgansuu,Ephemeral,42.522,74.609,3470.0,42.535,74.658,2170.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Alamedin,Missing,Missing,Missing,1
27,1884.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.308712,74.662465,2077.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
28,1885.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.552627,74.483331,2255.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
29,1890.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.36508104166666,74.96709620833333,2550.5833333333335,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
30,1890.0,Diran,Diran,Ephemeral,36.069195,74.620675,3986.0,36.037814,74.601833,2735.0,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Bagrot,Missing,Missing,Missing,0
31,1890.0,Biafo,Biafo,GL075907E35687N,35.687,75.907,3059.0,36.25575128013085,74.28681623205922,2357.9821625344352,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Braldu,Glacier advance,Missing,Missing,1
32,1892.0,Bualtar,Bualtar,Ephemeral,36.176,74.761,2918.0,36.25575128013085,74.28681623205922,2357.9821625344352,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Glacier advance,Missing,Missing,1
33,1892.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,37.982034,76.877846,1450.0,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
34,1893.0,Karambar ,Unnamed Glacier in Pakistan,GL074079E36622N,36.6214,74.07906,2935.0,35.926146,74.266804,1470.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
35,1893.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.308712,74.662465,2077.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
36,1894.0,Hassanabad,Hassanabad,Ephemeral,36.390545,74.50831,3370.0,36.292804,74.603839,2060.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Missing,Missing,Missing,1
37,1895.0,Karambar ,Unnamed Glacier in Pakistan,GL074079E36622N,36.6214,74.07906,2935.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
38,1895.0,Tarshing,Tarshing,Ephemeral,35.232,74.722,2940.0,36.25575128013085,74.28681623205922,2357.9821625344352,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Indus,Missing,Missing,Missing,1
39,1895.0,Biafo,Biafo,GL075907E35687N,35.687,75.907,3060.0,36.25575128013085,74.28681623205922,2357.9821625344352,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Braldu,Glacier advance,Missing,Missing,1
40,1897.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,37.982034,76.877846,1450.0,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
41,1898.0,Aktash,Aktash,Ephemeral,35.102,77.774,4581.0,31.86867561077236,79.36755386890243,2989.442073170732,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
42,1899.0,Hassanabad,Hassanabad,Ephemeral,36.390545,74.50831,3370.0,36.292162,74.609227,2030.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Missing,1
43,1900.0,Hassanabad,Hassanabad,Ephemeral,36.390545,74.50831,3370.0,36.239538,74.413711,1830.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Missing,1
44,1901.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.308712,74.662465,2077.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
45,1902.0,Hassanabad,Hassanabad,Ephemeral,36.390545,74.50831,3370.0,36.292162,74.609227,2030.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Missing,1
46,1902.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
47,1902.0,Kuturgansuu,Kuturgansuu,Ephemeral,42.522,74.609,3470.0,42.535,74.658,2170.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Alamedin,Missing,Missing,Missing,1
48,1903.0,Hassanabad,Hassanabad,Ephemeral,36.390545,74.50831,3370.0,36.292162,74.609227,2030.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Missing,1
49,1903.0,Kichik Kumden,Kichik Kumden,Ephemeral,35.128,77.763,4613.0,31.86867561077236,79.36755386890243,2989.442073170732,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
50,1904.0,Karambar ,Unnamed Glacier in Pakistan,GL074079E36622N,36.6214,74.07906,2935.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Missing,Missing,Missing,1
51,1904.0,Hassanabad,Hassanabad,Ephemeral,36.390545,74.50831,3370.0,36.292162,74.609227,2030.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Missing,1
52,1904.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.439939,75.311226,3062.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
53,1904.0,Kuturgansuu,Kuturgansuu,Ephemeral,42.522,74.609,3470.0,42.535,74.658,2170.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Alamedin,Missing,Missing,Missing,1
54,1905.0,Sokhter Rabot ,Unnamed Glacier in Pakistan,Ephemeral,36.7946,73.99494,3595.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Missing,Missing,Missing,1
55,1905.0,Karambar ,Unnamed Glacier in Pakistan,GL074079E36622N,36.6214,74.07906,2935.0,35.926146,74.266804,1470.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Missing,Missing,Missing,1
56,1905.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.236059,74.306433,1743.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
57,1905.0,Kichik Kumden,Kichik Kumden,Ephemeral,35.128,77.763,4613.0,31.86867561077236,79.36755386890243,2989.442073170732,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
58,1905.0,Dubani,Dubani,Ephemeral,35.93,74.609,4121.0,36.25575128013085,74.28681623205922,2357.9821625344352,Supraglacial,0,Pakistan,Gilgit - Baltistan,Bagrot,Missing,Missing,Missing,1
59,1906.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,35.434129,74.104712,1010.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
60,1906.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.236059,74.306433,1743.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
61,1907.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.439939,75.311226,3062.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
62,1908.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.36508104166666,74.96709620833333,2550.5833333333335,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
63,1909.0,Warghut ,Unnamed Glacier in Pakistan,Ephemeral,36.746817,74.002922,3409.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
64,1909.0,Gutumi,Gutumi,Ephemeral,36.013093,74.606801,3460.0,36.040682,74.575998,2582.0,Supraglacial,0,Pakistan,Gilgit - Baltistan,Bagrot,Missing,Missing,Missing,0
65,1909.0,Tarshing,Tarshing,Ephemeral,35.232,74.722,2940.0,36.25575128013085,74.28681623205922,2357.9821625344352,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Indus,Missing,Missing,Missing,1
66,1910.0,Russian Geographical Society,Russian Geographical Society,GL071728E37219N,38.69,72.09,2620.0,37.80266666666666,72.12566666666667,3240.0,Moraine dammed,1,Tajikistan,Tajikistan,Vanch,Missing,Missing,Missing,0
67,1910.0,Teztor,Teztor,GL079841E42200N,42.5366,74.4273,3606.0,42.58,74.481,2015.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
68,1910.0,Batura,Batura,Ephemeral,36.510556,74.850591,2713.0,36.463266,74.901306,2450.0,Supraglacial,0,Pakistan,Gilgit - Baltistan,Hunza,Missing,Missing,Missing,1
69,1910.0,Gurpi,Gurpi,Ephemeral,36.329,74.742,3100.0,36.25575128013085,74.28681623205922,2357.9821625344352,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Glacier advance,Missing,Missing,0
70,1911.0,Saklei Shuyinj,Unnamed Glacier in Pakistan,Ephemeral,36.841689,73.833068,4158.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
71,1912.0,Saklei Shuyinj,Unnamed Glacier in Pakistan,Ephemeral,36.841689,73.833068,4158.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
72,1912.0,Bualtar,Bualtar,Ephemeral,36.176,74.761,2918.0,36.25575128013085,74.28681623205922,2357.9821625344352,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Glacier advance,Missing,Missing,1
73,1913.0,Saklei Shuyinj,Unnamed Glacier in Pakistan,Ephemeral,36.841689,73.833068,4158.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
74,1913.0,Hassanabad,Hassanabad,Ephemeral,36.390545,74.50831,3370.0,36.292162,74.609227,2030.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Missing,1
75,1914.0,Hassanabad,Hassanabad,Ephemeral,36.390545,74.50831,3370.0,36.292162,74.609227,2030.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Missing,1
76,1916.0,Chilinji,Chilinji,Ephemeral,36.773776,74.013631,3555.0,36.25575128013085,74.28681623205922,2357.9821625344352,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,0
77,1916.0,Karambar ,Unnamed Glacier in Pakistan,GL074079E36622N,36.6214,74.07906,2935.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
78,1916.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.552627,74.483331,2255.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
79,1917.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,37.982034,76.877846,1450.0,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
80,1918.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.552627,74.483331,2255.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
81,1921.0,Lhonak (Ghunsa 1),Unnamed Glacier in Nepal,Ephemeral,27.829351,88.03762,5100.0,27.78989,88.03161,4760.0,Supraglacial,1,Nepal,Koshi,Tamor,Missing,Missing,Missing,0
82,1922.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.36508104166666,74.96709620833333,2550.5833333333335,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
83,1922.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.552627,74.483331,2255.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
84,1923.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.439939,75.311226,3062.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
85,1924.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.552627,74.483331,2255.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
86,1926.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.36508104166666,74.96709620833333,2550.5833333333335,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
87,1926.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,31.737953293750003,87.12621108125,3902.60625,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
88,1926.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.773033,72.23978,260.0,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
89,1927.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.439939,75.311226,3062.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
90,1927.0,Koz-Yaz,Koz-Yaz,Ephemeral,36.818,74.158,3979.0,36.838951,74.263141,3540.0,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Missing,Missing,Missing,1
91,1928.0,Topkaragay,Topkaragay,GL074519E42490N,42.488,74.523,3680.0,42.58,74.481,2015.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
92,1928.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.552627,74.483331,2255.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
93,1928.0,Kuturgansuu,Kuturgansuu,Ephemeral,42.522,74.609,3470.0,42.535,74.658,2170.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Alamedin,Missing,Missing,Missing,1
94,1928.0,Koz-Yaz,Koz-Yaz,Ephemeral,36.818,74.158,3879.0,36.838951,74.263141,3540.0,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Missing,Missing,Missing,1
95,1929.0,Karambar ,Unnamed Glacier in Pakistan,GL074079E36622N,36.6214,74.07906,2935.0,36.09599818181818,73.80901454545454,2070.6363636363635,Ice dammed,0,Pakistan,Gilgit - Baltistan,Gilgit,Missing,Missing,Missing,1
96,1929.0,Gasherbrum,Gasherbrum,Ephemeral,35.899,76.764,4240.0,31.45674792956606,87.28354125501943,3898.2077396373056,Ice dammed,0,China,Xinjiang,Shaksgam,Surging glacier,Missing,Missing,1
97,1929.0,Singhku,Singhku,Ephemeral,35.719,77.009,4520.0,31.45674792956606,87.28354125501943,3898.2077396373056,Ice dammed,0,China,Xinjiang,Shaksgam,Surging glacier,Missing,Missing,0
98,1929.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.989549,73.61331542857143,1015.4285714285714,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
99,1931.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
100,1931.0,Lulang,Unnamed Glacier in China,GL077181E35675N,29.741,96.226,4880.0,31.737953293750003,87.12621108125,3902.60625,Moraine dammed,0,China,TAR,Parlung Zangbo,Missing,Ice avalanche,Missing,0
101,1932.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.773033,72.23978,260.0,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
102,1932.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
103,1933.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,33.773033,72.23978,260.0,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
104,1933.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
105,1934.0,Chong Kumden,Chong Kumden,Ephemeral,35.172,77.702,4691.0,34.131449,77.478455,3180.0,Ice dammed,1,India,Ladakh,Shyok,Surging glacier,Missing,Missing,1
106,1934.0,Teztor,Teztor,GL079841E42200N,42.5366,74.4273,3606.0,42.58,74.481,2015.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
107,1934.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.552627,74.483331,2255.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
108,1935.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
109,1935.0,Tara Co,Unnamed Glacier in China,GL086131E28294N,28.295,86.132,5252.0,28.453,86.176,4550.0,Moraine dammed,1,China,TAR,Poiqu,Missing,Ice avalanche,Dam piping,0
110,1936.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
111,1936.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.552627,74.483331,2255.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
112,1937.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,37.982034,76.877846,1450.0,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
113,1937.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
114,1938.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
115,1938.0,Salyk,Salyk,Ephemeral,42.518,74.717,3390.0,42.561,74.663,2005.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Alamedin,Missing,Missing,Missing,1
116,1939.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
117,1940.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
118,1940.0,Qiongbixiama Co,Unnamed Glacier in China,GL088915E27849N,27.85,88.915,4767.0,27.727,88.968,3849.0,Moraine dammed,1,China,TAR,Amo Chhu,Missing,Missing,Missing,0
119,1941.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3482.0,36.463012,74.901382,2450.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
120,1941.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
121,1941.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.552627,74.483331,2255.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
122,1942.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
123,1943.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
